video_id,title,channelId,channelTitle,transcription,description
d1EWWHf9eFc,Furacão Ida: Estados Unidos se preparam para o fenômeno 'extremamente perigoso',UCMf_wuiFqxdhZI1GVx02mmw,Diário do Nordeste,o furacão ainda se move uma velocidade inesperada em direção aos estados unidos um previsões de eventos até 210 km por hora o centro nacional de furacões americano projeto é que o fenômeno vai tocar costa do louisiana qual categoria 4 na noite de domingo o presidente de roubar falou neste sábado sobre situação oi amorzinho ficou ver tu pedindo população da região que presta atenção esteja preparada repito prestem atenção estejam preparados tem um irmão suprimentos sigam orientação das autoridades locais se você tiver que ir para um abrigo certifique-se de usar uma máscara tente manter distanciamento porque ainda estamos enfrentando uma variante delta altamente contagiosa que quer dizer downturn casual o democrata sendo o estado de emergência para canalizar um dos federais suplementares ajudar luciana fortalecer esforços de preparação resposta emergências domingo marca o décimo sexto aniversário do katrina o furacão devastador em nome do oitenta por cento de nova orleans deixando 1800 mortos bilhões de dólares em danos guardar atingiu costa oeste de cuba na noite de sexta-feira com categoria um eventos máximos sustentados perto de 128 quilômetros por hora segundo jornal oficial granma os fortes ventos danificaram telhados derrubaram árvores linhas causando o corte generalizados de luz,"Autoridades da Louisiana e outras áreas da Costa do Golfo dos Estados Unidos se preparam para o furacão Ida, com previsões de ventos de até 210 km/h e que se move a uma velocidade inesperada para a região de Nova Orleans. O presidente americano, Joe Biden, confirmou que assinou estado de emergência para canalizar fundos federais suplementares e ajudar nos esforços de preparação e resposta a emergências.____SITE: www.diariodonordeste.verdesmares.com.brINSTAGRAM: www.instagram.com/diariodonordesteFACEBOOK: www.facebook.com/diariodonordeste TWITTER: www.twitter.com/diarioonline"
KnpxYFZ1Hak,Agentes militares se mobilizam para manifestações de 7 de setembro,UCP391YRAjSOdM_bwievgaZA,Jovem Pan News,oi gente volta falar sobre os processos sete de setembro agências militares do rio de janeiro embarcam para são paulo também para brasília em apoio essas manifestações rodrigo viga mais uma vez conosco aqui na jovem pan no jornal da manhã ou viga como é que vai ser se apoio desses policiais como é que vai funcionar como é que vai ser o protesto aí no rio também é o tiago eles embarcaram por via terrestre de ônibus principais pontos de destino são paulo também brasília capital federal onde já chegaram outras estão por chegar aqui no rio de janeiro segundo informações do serviço de inteligência que um quem alguém trocando informações ao longo desses últimos dias não estão previstos atos manifestações de gente segurança mas esses é que embarcaram seriam da ativa ou da reserva pegada corpo de bombeiros polícia militar estariam é de folga estariam de licença mas aqui para o rio de janeiro não houve folga dada tropa para evitar também esse de ato de manifestação se eventualmente algum agente de segurança da ativa estiver participando diretamente do site desta terça-feira isso vai ser analisado caso caso mas o serviço de inteligência da polícia do rio de janeiro não espera é que ocorreram tumultos confusões tropa está toda mobilizada em torno da segurança dos ativos dos eventos vão acontecer nesta terça-feira são três já mapeadas já advogados dois é para o governo aqui em copacabana especificamente um outro contra o governo no centro da cidade do rio de janeiro foram semanas semanas aí de reuniões envolvendo polícia militar por esse viu o corpo de bombeiros também o serviço de inteligência para montante estratégia para esta terça-feira mas muito do que vai acontecer nesta terça-feira no centro sete de setembro aqui na praia de copacabana na zona sul da cidade do rio de janeiro é o cara thiago alves internautas da jovem pan todos mobilizar cidade que você já segurança do rio de janeiro atentos ligados os acontecimentos desta terça-feira na cidade do rio de janeiro mais repito o serviço de inteligência por ora não map ou o qualquer de eventual é tumulto eventual conflito entre grupos opositores é um mesmo. é do rio de janeiro mais seguro morreu de velho toda atenção é pouca meu caso eu te sem dúvida infelizmente que dessa forma continua não tenhamos problemas nas manifestações aumento no brasil rodrigo que volta ao longo da programação contra,Policiais e servidores militares do Rio de Janeiro embarcam para São Paulo e Brasília a fim de prestar apoio durante manifestações pró-governo de 7 de setembro. O repórter Rodrigo Viga traz os detalhes.Baixe o app Panflix: https://www.panflix.com.br/Baixe o AppNews Jovem Pan na Google Playhttps://bit.ly/2KRm8OJ Baixe o AppNews Jovem Pan na App Storehttps://apple.co/3rSwBdhInscreva-se no nosso canal:https://www.youtube.com/c/jovempannewsEntre no nosso site:http://jovempan.com.br/Facebook:https://www.facebook.com/jovempannewsSiga no Twitter:https://twitter.com/JovemPanNewsInstagram:https://www.instagram.com/jovempannews/#JovemPan
nnrJVsrDwSg,Congresso reage a discurso de Bolsonaro,UCNl_i-ggJbZNyOLlhE7yyhw,Jornal da Gazeta,eu já posso discurso de bolsonaro em são paulo houve reações do supremo do congresso o presidente citou que amanhã vai reunir o conselho da república que tem por definição prerrogativa de tratar de intervenção federal ea repórter sabrina pires traz os detalhes ao vivo direto da redação do jornal da gazeta boa noite sabrina luciana boa noite você boa noite alerta todos olha tanto o presidente do senado rodrigo pacheco quanto o presidente da câmara arthur lira disseram que não estão sabendo dessa reunião o conselho da república ele pode decretar o estado de sítio ou de defesa do país em casos de problemas de distúrbios sociais agora quem também falou sobre essa reunião foi o ministro luiz fux é o presidente do supremo tribunal federal disse que não está sabendo dessa reunião mas também não vai que amanhã vai encontrar com os ministros como para definir qual vai ser o posicionamento oficial do stf sobre os discursos do presidente hoje principalmente sobre uma fala de bolsonaro feita aqui em são paulo bolsonaro declarou o seguinte ou chefe de se poder um quadro os seus ou esse poder pode sofrer aquilo que não queremos para o ministro luiz fux é preciso avaliar com os outros ministros se essa falar vai ser investigada instituição vai responder de forma conjunta ou se eles vão ficar em silêncio para não inflar os ônibus nesse momento outra reação depois da manifestação aqui em são paulo também das falas de bolsonaro foi do governador joão dória que é o governador já são paulo ele pela primeira vez se manifestou favor do impeachment do presidente jair bolsonaro dória declarou o seguinte que bolsonaro afrontou constituição em o curso premo tribunal federal suprema corte do país amanhã também é executiva do psdb vai se reunir para definir uma posição oficial sobre eventual pedido de saída do presidente jair bolsonaro voltamos ao estúdio,"Após o discurso de Bolsonaro em São Paulo, houve reações do Supremo e do Congresso.O Presidente citou que amanhã vai reunir o conselho da república, que tem por definição, a prerrogativa de tratar de intervenção federal."
JY5-uVpq6Qg,"Manifestações: Mesmo após feriado, trechos de rodovias continuam com bloqueio",UCWX70TFNwDsBLYlRzOe_-zw,Balanço Geral Joinville,o mesmo após o histórico não é feriado de sete de setembro marcado por manifestações alguns pontos das rodovias continuam com bloqueios as vamos agora ajudar você atualizar ao vivo dani lando está inclusive em um dos trechos aqui da nossa região em que paralisação acontece perguntar para você dá nem onde você está qual o movimento em boa tarde olá boa tarde sabrina boa tarde todos olhar nós estamos um quilômetro 25 da br-101 vou mostrar pra vocês como que está situação um ponto de concentração no sentido norte eles estão parando dos caminhoneiros mas os veículos de passeio ônibus estão conseguindo passar não há bloqueios nas rodovias de santa catarina apenas isso pontos de concentração onde eles estão parando os caminhoneiros inclusive jazz falta de espaço para estacionar os caminhões muitos estão parados em frente ao posto da prf em um pouquinho antes de onde nós estamos aqui nesse momento bom aqui na br-101 esse é o situação no momento há também um ponto de retenção no quilômetros 10 em garuva lá em garuva no sentido sul norte pela de retenção congestionamento de cerca de três quilômetros quem está indo sentido curitiba tem que ter um pouquinho de paciência porque está um pouco tumultuado também na br-101 um ponto de concentração em araquari no quilômetro 72 já na br-280 outros pontos em canoinhas no km-230 guaramirim no km-55 são bento do sul no quilômetro 121 em são francisco do sul no km dois já na br-116 ponto de concentração também em santa cecília no km 138 nos dois sentidos da rodovia em mafra no km-7 mas não há filas não acondicionamento por lá situação deve ser semelhante essa que nós estamos vendo aqui na br-101 um pouquinho tumultuado porque em curitiba é feriado agora tem movimento um pouquinho maior sabrina com você aí no estúdio tá certo ao vivo da irlanda trazendo as atualizações em conta até dani trazia todos os dados falando desses pontos aqui na nossa região gente pode observar dois caminhões passando já foram encostando os veículos sim eles vão seguindo qualquer momento gente pode voltar conversar para trazer mais informações sobre esse,
Iid3zlVGZW0,Paralisações de caminhoneiros aumentam adesão e Bolsonaro interfere para não prejudicar economia,UCNl_i-ggJbZNyOLlhE7yyhw,Jornal da Gazeta,após as manifestações de 7 de setembro as paralisações de caminhoneiros aumentaram o próprio presidente jair bolsonaro entrou em campo pediu para que os riscos em desobstruídas pois isso prejudica economia reportagem do nosso correspondente em brasília afonso marangoni na noite de ontem bolsonaro mandou um áudio aliados pedindo que eles fizessem contato com os caminhoneiros o presidente fez um apelo para que as rodovias bloqueadas depois dos protestos de 7 de setembro fossem liberadas bolsonaro argumentou que paralisação prejudica economia dos caminhoneiros em nós aliado mas esses bloqueios é outra para economia é isso vem provoca desabastecimento inflação prejudica todo mundo especial os mais pobres não foi possível ligar para gente conversar por aqui vamos após suspeitas de que o áudio seria falso o ministro da infraestrutura tarcísio gomes de freitas entrou em campo ele gravou um vídeo confirmando autenticidade da fala do presidente renovou o apelo o ministro demonstrou preocupação com possibilidade de desabastecimento disse que não se pode tentar resolver um problema criando outro gente está questionando o que vazou do presidente da república é real essencial de vai atual essencial grande hoje bom tchau tchau é de hoje mostra preocupação do presidente com uma paralisação dos caminhoneiros paralisação gravar efeitos na economia de inflação que impactar mais fortes os mais vulneráveis apesar dos apelos caminhoneiros seguiram interditando rodovias pelo segundo dia consecutivo as paralisações em na esteira das manifestações pro bolsonaro que aconteceram no sete de setembro os caminhoneiros reivindicam pautas que contrariam constituição o principal alvo dos ataques é o ministro alexandre de moraes do supremo tribunal federal o grupo também quer aprovação do voto impresso auditável falta que já foi derrotada na câmara dos deputados hoje um grupo de representantes dos caminhoneiros se reuniram com o presidente jair bolsonaro aqui no palácio do planalto após reunião um deles conhecido como chicão caminhoneiro cobrou que o presidente do senado os receba pensa aqui manifestou ambos representando um segmento da sociedade brasileira mas gente estabelecer uma falta entrega do documento ao senador rodrigo pacheco no senado até o momento infelizmente não tivemos eles querem por exemplo que rodrigo pacheco abra um processo de impeachment contra o ministro alexandre de moraes bolsonaro já tentou esse movimento solicitação foi arquivada por falta de justa causa segundo os caminhoneiros neste momento paralisação não tem relação com o preço dos combustíveis o caminhoneiro cleomar de mato grosso voltou demonstrar insatisfação com o stf nunca foi o presidente foi o o churrasco funcionando ele queria obrigação de atender prestar resolver nossa questão insatisfação do povo brasileiro com juciane o caminhoneiro conhecido como zé trovão se coloca como um dos organizadores dos atos está foragido desde três de setembro o pedido de prisão foi feito pela procuradoria geral da república autorizado pelo ministro do supremo alexandre de moraes zé trovão é acusado de incitar prática de atos violentos contra o stf o congresso nacional nesta quinta-feira ele divulgou um vídeo em que confirma está fora do país no méxico admitiu que pode ser preso qualquer momento ele também disse que as paralisações não são em apoio bolsonaro sim contra o supremo estou no méxico ea embaixada brasileira acaba de entrar em contato com o hotel que eu estou tá em alguns momentos provavelmente polícia vem aqui me recolher vai me levar preso eu não cometi nenhum crime o nome dele na lista de procurados da interpol polícia internacional o líder do psl na câmara victor hugo disse que entrará com um pedido de habeas corpus para zé trovão nós tomamos decisão vamos ingressar em vídeo entrar um habeas corpus eu carla o deputado vivo demais deputados do psl que tiver em brasília quiser é verem o mais rapidamente possível para garantir liberdade do zé trovão é um gesto que nós estaremos esperando que os outros componentes da praça dos três poderes também façam gestos em prol da pacificação da harmonia necessária entre os poderes em,"Após as manifestações de 7 de Setembro, as paralisações de caminhoneiros aumentaram.O próprio Presidente Jair Bolsonaro entrou em campo e pediu para que as vias fossem desobstruídas, pois isso prejudica a economia.A reportagem é do nosso correspondente em Brasília, Afonso Marangoni."
ZyikxedH4e8,Caminhoneiros fazem paralisações em várias partes do país nesta quarta-feira (8),UCmpHPgeCBgvk_fDXZQKsnAA,Jornal da Record,os caminhoneiros fizeram paralisações em várias partes do brasil nesta quarta-feira ainda é de madrugada quando os caminhões começaram estacionar na beira das rodovias do paraná os manifestantes paravam os motoristas para convencê-los aderir ao ato mais uma abordagem bem sucedido aqui esse que vai entrar para colaborar com gente santa catarina foi o estado com maior número de paralisações só na br-101 foram três uma delas provocou congestionamento no sentido rio grande do sul onde também houve protesto em comum os manifestantes criticaram ministros do supremo tribunal federal apoiaram o presidente bolsonaro o preço dos combustíveis foi o motivo do protesto no espírito santo em mato grosso as manifestações aconteceram em cinco cidades em três pontos da rodovia br-163 o bloqueio chegou ser total com passagens apenas para o tráfego de cargas perecíveis vivas um desses pontos foi aqui em lucas do rio verde região do médio norte do mato grosso onde os caminhoneiros permaneceram reunidos durante todo dia o cinegrafista da record tv foi agredido enquanto nossa equipe gravava no local em goiás no rio de janeiro também houve protesto na bahia manifestantes interromperam o trânsito em dois trechos da br-242 no oeste do estado situação aqui ó olha situação luís eduardo magalhães hoje não está passando carga beleza não está passando caminhão brasil já tá passando carga perecível associação nacional do transporte de cargas logística repudiou as paralisações afirmou por meio de nota que trata-se de um movimento de natureza política dissociado das bandeiras da,"Santa Catarina foi o estado com o maior número de paralisações. Só na BR-101, foram três. Uma delas provocou congestionamento no sentido Rio Grande do Sul, onde também houve protesto. Em comum, os manifestantes criticaram ministros do Supremo Tribunal Federal e apoiaram o presidente Bolsonaro. O preço dos combustíveis foi o motivo do protesto no Espírito Santo.Nosso Whatsapp: https://jornaldarecord.r7.com/whatsappInscreva-se no canal Jornal da Record:   http://r7.com/mYfxAssista às íntegras no PlayPlus:   https://www.playplus.comFacebook:   https://www.facebook.com/JornalDaRecord/Instagram:    https://www.instagram.com/jornaldarecordTwitter:    https://twitter.com/jornaldarecordSite oficial:    https://noticias.r7.com/jr-na-tv#JornaldaRecord #Jornalismo #Caminhoneiros"
aTzyGqXbGWc,BRASIL URGENTE DE LUTO,UCG-fFAxQjZgJmn0w7Brj5xQ,Brasil Urgente,era mais um dia de gravação desses profissionais mas o sorriso do ronaldo presente sempre ao longo de toda jornada de trabalho não chegaria ao fim da sexta-feira equipe do moto link da band era formada por rodrigo castro vanildo silva ronaldo carvalho que mostrou ao vivo no brasil gente atuação da pm na cidade no combate à criminalidade como sempre acontece da atena o trabalho de captação de imagens foi impecável com serviço concluído era hora de retornar promissora foi nessa volta que o acidente aconteceu envolvendo um caminhão que passava pela via anchieta quando houvesse fatalidade infelizmente o pneu de uma das motos eles estavam em três em duas motos moto link estourou eu vi essa fatalidade esse acidente uma colisão traseira com uma carreta o ivanildo não se feriu o rodrigo pilotava moto teve fratura no tórax foi levado este pronto-socorro passou por atendimento teve alta no fim da noite ronaldo teve parada cardiorrespiratória ainda na pista com muito esforço dos bombeiros o coração voltou bater ele foi socorrido levado santa casa de santos mas não resistiu aos ferimentos morreu ronaldo,Cinegrafista Ronaldo das Graças morre em acidente.
Xw960OD1hsw,Vulcão capaz de gerar tsunami no Brasil entra em alerta amarelo de erupção,UCVFbXI6Gu8U2f9Gjtxw4A-Q,UOL,é uma preocupação é de um tsunami no brasil coloca aqui para mim essa informação é um vulcão capaz de gerar um tsunami no brasil entra em alerta amarelo de erupção aqui gente vê onde fica como ele pode atingir toda essa costa inclusive costa norte costa litorânea norte nordeste do brasil as autoridades espanholas levaram para o nível amarelo alerta de erupção deste vulcão vulcão chamado cumprir eja que fica localizado na ilha de palma que fica na costa continente do continente africano os pesquisadores dizem que o vulcão poderia provocar um tsunami que atingiria todas as métricas com maior impacto sobre os litorais das regiões norte nordeste do brasil essa informação da elevação do nível do vulcão foi dada pelo portal metsul meteorologia foi confirmada pelo uol pela nossa reportagem aqui estão os detalhes da divulgação deste alerta esse vulcão ele está adormecido já várias décadas ele começou dar sinais de atividade moderada nos últimos dias segundo os especialistas ele não estava dando sinais mas agora ele chegou um segundo nível são quatro níveis de alerta estão no segundo ele pode vir ter uma erupção mas não significa que essa erupção vai gerar um tsunami mas é uma possibilidade mesmo que mínima isso foi o que alertou aqui o carlos teixeira que é o pesquisador do instituto de ciências do mar da universidade federal do ceará essa hipótese de que os tsunamis poderia ser causado por uma erupção no cumbre já foi confirmado em várias pesquisas sobre o tema segundo carlos teixeira segundo análise feita o estudo produzido pelo departamento de geologia da universidade federal do paraná ilha de palma fica 4.462 km de são o caso ele realmente entre erupção o risco é que ele atinja o litoral brasileiro vamos ficar atentos isso como gente disse ele ainda não entrou em erupção mas são alertas que são dados está no nível 2 essa é uma notícia que também tá lá na página do olho você pode conferir com mais detalhes inclusive com entrevista com esse,"Autoridades espanholas elevaram para o nível amarelo o alerta de erupção do vulcão Cumbre Vieja, localizado na ilha de La Palma, na costa do continente africano. Segundo pesquisadores, o vulcão poderia provocar um tsunami que atingiria todas as Américas, com maior impacto sobre os litorais das regiões Norte e Nordeste do Brasil. A informação da elevação de nível do vulcão foi dada pelo portal MetSul Meteorologia e confirmada pelo UOL. #UOLNews-------------------------Bem-vindo ao Canal UOL! Acompanhe a programação ao vivo e todos os contéudos com as principais notícias do dia, opinião de colunistas e entrevistas exclusivas sobre os temas mais importantes do momento** INSCREVA-SE NO CANAL E ATIVE AS NOTIFICAÇÕES: http://bit.ly/2xolCQ2"
hDUJxudUgJI,Ilhas Canárias mantêm alerta para erupção de vulcão que poderia gerar tsunami,UCmpHPgeCBgvk_fDXZQKsnAA,Jornal da Record,as ilhas canárias na espanha mantém o alerta amarelo para erupção de um vulcão pelo menos 35.000 pessoas estão em estado de atenção existe possibilidade de erupção gerar tsunamis mas chance de o brasil ser atingido é remota um comitê científico monitorar atividade do vulcão teneguía que fica na ilha de la palma no arquipélago das canárias na espanha última vez que ele entrou em erupção foi em 1971 foram registrados mais de quatro mil tremores de terra na região onde está o vulcão o maior número nas últimas três décadas isso fez com que fosse emitido um alerta amarelo para erupção semáforo maria o alerta ele é o segundo de quatro níveis o verde indica que tudo está normal estável o amarelo mostra que as atividades sísmicas estão sob monitoramento que as pessoas devem ficar atentas ao que é obrigado pelas autoridades depois desse vem o laranja que aconselho retirada preventiva da região o vermelho que alerta para retirada imediata existe possibilidade remota de que tremores mais intensos relacionados ao vulcão possam causar tsunamis as ondas gigantes poderiam se propagar pelo oceano atlântico chegaram ao território brasileiro atingindo principalmente costa nordeste do país especialistas acreditam que um tsunami provocado por vulcões aqui desse lado do oceano atlântico é um fenômeno extremamente raro por isso não existe motivo para alarde aí no,"As Ilhas Canárias, na Espanha, mantêm o alerta amarelo para a erupção de um vulcão. Pelo menos 35 mil pessoas estão em estado de atenção. Existe a possibilidade de a erupção gerar tsunamis, mas a chance de o Brasil ser atingido é remota.Nosso Whatsapp: https://jornaldarecord.r7.com/whatsappInscreva-se no canal Jornal da Record:   http://r7.com/mYfxAssista às íntegras no PlayPlus:   https://www.playplus.comFacebook:   https://www.facebook.com/JornalDaRecord/Instagram:    https://www.instagram.com/jornaldarecordTwitter:    https://twitter.com/jornaldarecordSite oficial:    https://noticias.r7.com/jr-na-tv#JornaldaRecord #Jornalismo #RecordTV"
tLgnU2hsayY,"Vulcão entra em erupção em La Palma, nas Ilhas Canárias espanholas | CNN Domingo",UCvdwhh_fDyWccR42-rReZLw,CNN Brasil,bem as autoridades de la palma uma das ilhas canárias da espanha informaram que um vulcão no local entrou em erupção hoje gente vai ver agora imagens impressionantes do vulcão é possível ver lava sendo jorrada uma coluna de fumaça foi registrada depois da erupção por volta das três da tarde no horário local 11 horas no horário de brasília no parque nacional cumpre bierra no sul da ilha mais cedo o governo local retirou cerca de 40 pessoas com problemas de mobilidade alguns animais de fazendas de aldeias ao redor do vulcão moradores de cidades vizinhas podem ter que deixar as casas onde moram antes da erupção da erupção cientistas registraram uma série de terremotos no parque nacional agora gente vai acompanhar imagens ao vivo direto aí através da tv canárias imagens do vulcão que impressiona quantidade de larvas uma erupção nas ilhas canárias nesse momento imagem ao vivo que você acompanha aqui na cnn brasil,Matéria exibida no CNN Domingo do dia 19 de setembro de 2021.  #CNNBrasilInscreva-se no canal da CNN Brasil no YouTube: https://www.cnnbr.tv/2ybMGDHACOMPANHE A CNN BRASIL TAMBÉM NAS OUTRAS PLATAFORMAS:Podcasts: https://www.cnnbr.tv/2y91K4QNewsletters: https://newsletter.cnnbrasil.com.brFacebook: https://www.facebook.com/cnnbrasilTwitter: https://www.twitter.com/cnnbrasilInstagram: https://www.instagram.com/cnnbrasil
bu_RAfQIH8M,Vulcão Cumbre Vieja: moradores são retirados de La Palma após explosão de lava e novos tremores,UCmpHPgeCBgvk_fDXZQKsnAA,Jornal da Record,na espanha novos tremores foram registrados na ilha de la palma moradores turistas continuam ser retirados após uma nova explosão do de lava do vulcão cumbre vieja do alto é possível ver o rio de lava avançando pelos bairros da ilha destruindo o que vem pela frente essa imagem mostra uma piscina sendo engolida localizada nas ilhas canárias na espanha la palma voltou sentir novos abalos 6.000 dos 80 mil moradores foram obrigados sair de casa deixar para trás história de uma vida o choro é de quem teve que sair às pressas de casa levando o que pode no carro essa outra espanhola corre para reunir o que acredita ser essencial especialistas acreditavam que lava chegaria ao mar ainda na noite de ontem mas enxurrada de mim se perdeu um pouco de velocidade chegada da lava o oceano pode provocar explosões ea formação de nuvens de gases tóxicos que colocam em risco vida da população por isso as autoridades mantêm atenção redobrada enquanto isso os moradores temem os prejuízos econômicos o primeiro-ministro espanhol pedro sanches ressaltou que o trabalho só termina quando ilha de la palma voltar à normalidade erupção do vulcão com br também é o assunto do podcast dj r15 minutos hoje eu repórter cleisla garcia conversamos com o sismólogo da universidade de são paulo sobre os riscos as consequências do fenômeno você pode ouvir no r7.com play plus nos aplicativos pode,"Na Espanha, novos tremores foram registrados na ilha de La Palma. Moradores e turistas continuam a ser retirados após uma nova explosão de lava do vulcão Cumbre Vieja.Nosso Whatsapp: https://jornaldarecord.r7.com/whatsappInscreva-se no canal Jornal da Record:   http://r7.com/mYfxAssista às íntegras no PlayPlus:   https://www.playplus.comFacebook:   https://www.facebook.com/JornalDaRecord/Instagram:    https://www.instagram.com/jornaldarecordTwitter:    https://twitter.com/jornaldarecordSite oficial:    https://noticias.r7.com/jr-na-tv#JornaldaRecord #Jornalismo #RecordTV"
48FQParkCi0,Erupção do vulcão em La Palma entra na fase mais violenta; Aeroporto está paralisado,UCXdXYG8dUmEv6jhEji_lSHg,Jornalismo TV Cultura,vulcão cumbre de erra entra na fase mais violenta o aeroporto da ilha de la palmas nas canárias está paralisado por causa das cinzas liberadas na cratera mais de 6 mil pessoas foram retiradas das casas nas áreas próximas erupção começou algumas semanas explosões violentas uma grande nuvem de cinzas levaram as autoridades ordenar evaporação obrigatória de vários bairros da cidade de vulcão já destruiu 420 imóveis cobriu 190 hectares de terreno em uma ilha cuja principal atividade econômica é o cultivo da banana maior preocupação agora é o possível encontro entre lava o mar que pode liberar gases tóxicos sobre ilha o governo espanhol determinou evacuação de mais três cidades deve declarar la palma como área de catástrofe natural na próxima terça-feira o objetivo é desbloquear auxílio financeiro aos moradores afetados,"O #JornaldaCultura segue acompanhando a erupção do vulcão na Ilha La Palma, na Espanha. Neste momento, o vulcão entra na fase mais violenta e começa afetar diretamente a vida dos moradores da Ilha e da Espanha."
fenYfbIe2NU,Cume de vulcão nas Ilhas Canárias desaba com peso da lava,UCoa-D_VfMkFrCYodrOC9-mA,Band Jornalismo,o ativo há quase uma semana o vulcão nas ilhas canárias continua causando estragos hoje o clube desabou o peso da lava o cubrivierra está entrando numa nova fase de erupções com as novas explosões o cume do vulcão desabou lançando uma coluna de fumaça cinza se espalharam o aeroporto de las palmas uma das ilhas do arquipélago das canárias foi fechado neste sábado centenas de pessoas formaram filas no terminal de balsas para deixar cidade lava produz um rastro de destruição um drama que está longe de acabar estimativa é de que ele fique ativo durante alguns meses ser caí de três quatro meses dentro dessa área realmente o poder destrutivo é muito grande por conta das lavas as larvas elas correm em direção ao mar elas vão eliminando que tem pela frente mais de 6 mil pessoas tiveram que deixar suas casas divulgam entrou em atividade pela primeira vez em 50 anos não há mortos ou feridos os moradores da ilha que vivem da agricultura pesca do turismo já se preocupam com os efeitos econômicos para pesquisadores semana encontre os amigos começamos chorar,"Ativo há quase uma semana, o vulcão Cumbre Vieja entrou em uma nova fase de erupções e continua causando estragos na Espanha."
6snlSkcGbqU,Lava do vulcão Cumbre Vieja atinge o mar,UCXdXYG8dUmEv6jhEji_lSHg,Jornalismo TV Cultura,espanha declarou la palma no arquipélago das ilhas canárias área de desastre por conta dos estragos provocados pela erupção do vulcão cumbre ver eu ia lavar chegou ao mar conforme era previsto foi por volta das 11 horas da noite de terça-feira o choque da lava com água salgada levantou uma nuvem tóxica que cobriu parte da ilha por segurança as autoridades proibiram o acesso num raio de 4 km do vulcão do lugar onde lava tocou oceano faz 10 dias que o cubrivierra entrou em erupção depois de 50 anos sem atividade 85 mil pessoas vivem na ilha 6 mil foram retiradas das áreas de risco estão alojadas em abrigos mas população toda sofre com os efeitos cerca de quinhentas casas foram completamente engolidas pela lapa rio outras centenas estão em áreas que se tornaram inabitáveis o turismo não tem tempo previsto para ser retomado mais de trinta por cento dos postos de trabalho ligados à agricultura os prometidos,"Conforme previsto, a lava do vulcão chegou ao mar por volta das 23 horas da noite de terça-feira (28). O choque da lava com a água salgada levantou uma nuvem tóxica que cobriu parte da ilha.#JTCultura #JornaldaTarde"
pshTkDIw7Fo,Lava se aproxima do mar nas Ilhas Canárias,UCXdXYG8dUmEv6jhEji_lSHg,Jornalismo TV Cultura,o vulcão cumbre vieja ra que está provocando danos devastadores em la palma no arquipélago das ilhas canárias dá sinais de que erupção pode estar começando diminuir mas para os ambientalistas tarde demais além do estrago na mata lava está poucos metros do mar as imagens divulgadas pelo instituto de geologia da espanha mostram que falta pouco lava está bem perto do oceano o choque da lava com água do mar é sempre um momento de alto risco pois gera explosões provoca emissão de gases ainda mais tóxicos conforme lava se aproxima os serviços de emergência aumentam área de isolamento os moradores da ilha foram orientados usar máscara o tempo todo pois fuligem ea fumaça causam problemas irreversíveis nas vias aéreas nos pulmões nos olhos os vulcanólogos tem registrado o momento de estabilidade daquela ter o que pode ser um sinal de que atividade está diminuindo mas eles descobriram uma montanha só aumenta quantidade da lava expelida região atingida o compra direta não entrava em erupção há 50 anos as imagens espetaculares provocaram de imediato no encantamento até mesmo na população local que não tinha ideia da gravidade da situação uma semana depois o clima na ilha é de lamento por tamanho destruição pelos desabrigados pelo estrago ambiental mensurável,"O vulcão Cumbre Vieja, que está provocando danos devastadores em La Palma, no arquipélago das Ilhas Canárias, começa a indicar que a erupção pode diminuir. #JTCultura #JornaldaTarde"
-KNUeqOfZzA,Sismos e nova fissura em La Palma,UCUmEPYxmnyQDeRUcFkslmQw,euronews (em português),abertura de uma nova fenda no vulcão com br está causar preocupação na ilha de la palma nova corrente de lava 7 em paralelo que já existia coloca em risco novos edifícios terrenos agrícolas nesta sexta-feira 12 dias depois da erupção ea lava continua fluir em grandes quantidades para o mar no fluxo continuo para além da nova fissura no vulcão foram registrados oito novos terremotos de magnitude 3.5 na escala de richter segundo informações do instituto nacional geográfico de espanha os sismos foram registrados em diferentes partes da ilha autoridades continuam avaliar qualidade do ar ao longo da costa os níveis de dióxido de enxofre aumentaram ainda não representa uma ameaça para saúde mas o governo da ilha aconselha os residentes locais não saírem para o exterior erupção do cubriviera já destruiu mais de 700 edifícios 260 é que tá ou menos agrícolas,Abertura de nova fenda no vulcão aumenta preocupação na ilhaLEIA MAIS : https://pt.euronews.com/2021/10/01/sismos-e-nova-fissura-em-la-palmaSubscreva: https://www.youtube.com/c/euronewsportugues?sub_confirmation=1Euronews TV em direto: https://www.youtube.com/c/euronewsportugues/liveeuronews está disponível em 12 línguas: https://www.youtube.com/user/euronewsnetwork/channels#World
