video_id,title,transcription,summary,ideal_summary
g6-e3jnfqqo,Baleias encontradas no Rio Amazonas,os moradores do amazonas já se depararam com diversas baleias encalhadas na região os mamíferos quando se perdem do bando acabam entrando em rios de passagem muitas vezes ficam encalhados por falta de espaço para se locomover segundo oceanógrafa schiller pacheco do centro de biologia marinha da universidade de são paulo as baleias comem cerca de duas toneladas de krill fitoplâncton por dia esses seres vivos não são encontrados em rios de acordo com oceanógrafa embora as baleias posso nadar em águas doces falta de alimentos também dificulta sobrevivência desses mamíferos em rios recentemente uma baleia da espécie fim encalhou no rio amazonas moradores equipes da secretaria municipal de meio ambiente de chaves da prefeitura de afuá até tentaram mantê-la molhada na maré baixa mas infelizmente baleia não resistiu morreu no local,"No Amazonas, diversas baleias têm encalhado em rios da região. Segundo especialistas, isso ocorre quando os mamíferos se perdem do bando e entram em rios onde há falta de espaço e alimento (krill e fitoplâncton). Recentemente, uma baleia da espécie Fin encalhou no Rio Amazonas e, apesar das tentativas de resgate de moradores e autoridades, não resistiu e morreu.","As baleias comem cerca de duas toneladas de krill fitoplâncton por dia, segundo oceanógrafa schiller pacheco do centro de biologia marinha da universidade de são paulo. Os mamíferos quando se perdem do bando acabam entrando em rios de passagem muitas vezes encalhados por falta de espaço para se locomover."
Vnl3EOZ4pqE,CAMINHONETE É ARRASTADA POR ONDA DE LAMA NA BR-040 APÓS BARRAGEM TRANSBORDAR,vai água aqui tomando conta que tá doido é para acabar hein mano é só o caminhão aqui pronta vamos ver que que vai dar você tá doido olha olha olha olha vai tomar conta do caminhão hein olha na frente do caminhão passa olha olha olha o olha aqui na frente caminhão mexer até o caminhão é que é isso aconteceu aqui ó olha caminhonete embora arrastou arrastou arrastou vou ligar o fruto no chão olha 040 em o preço do caminhão já vai chegar no pau branco,"Um vídeo impressionante mostra uma caminhonete sendo arrastada por uma forte corrente de água na BR-040, em um cenário de alagamento que quase alcança o caminhão. A situação ocorreu próximo a um posto de combustível, e a força da água levava a caminhonete como se estivesse flutuando.","Vai ter água aqui tomando conta que tá doido, e o caminhão vai tomar conta do caminhão, diz o prefeito de São Paulo. O prefeito do Rio de Janeiro, Paulo Roberto Costa, disse que a água é para acabar, mas que vai ter que acabar, e que o caminhão está pronto. O preço do caminhão já vai chegar no valor de R$ 040 mil."
wLilorOYujU,Bombeiros voltam atrás sobre rompimento de barragem em MG e falam em transbordamento | CNN SÁBADO,nós voltamos falar aqui sobre barragem mina de pau branco em minas gerais segundo o corpo de bombeiros houve um transbordamento gente vai ouvir agora um alto do porta-voz do corpo de bombeiros de minas gerais o pedro aihara explicando essa situação olá senhoras senhores bom dia quem fala que eu tenho pedro errar porta-voz do corpo de bombeiros militar de minas gerais hoje é dia oito de janeiro 2022 11:39 agora em relação as informações que estão sendo veiculados sobre um possível rompimento de barragem nas imediações de nova lima próximo mina pau branco da flor aqui não houve nem rompimento de barragem o que aconteceu é que região ela foi afetada por uma forte chuva nessa região uma estrutura que de forma leiga gente pode definir como uma estrutura de contenção de água de chuvas é um dique é o de que lisa ele fica ali bem próximo ali ao melão toda aquela estrutura ele do alphaville é em decorrência da quantidade de água das chuvas que elas foram é direcionado esse preço local ocorreu um transbordamento dessa estrutura é uma estrutura que para padrões de mineração de barragens uma estrutura considerada pequena em decorrência disso da quantidade de água um transbordamento acabou atingido região da br-040 permanece fechada no local nessa nessas imediações devido à quantidade de água o mas isso ele se encontra em íntegro norte nenhum de é rompimento de problema estrutural simplesmente houve uma situação de transbordamento não há nenhuma vítima é fatal nenhuma comunidade que é esteja em risco nesse momento que demande qualquer de ação de evacuação é toda estrutura do corpo de bombeiros ela já foi imobilizada para região estamos realizando o monitoramento estamos também em contato direto com empresa o valor é que responsável pela situação de toda estrutura é mas não situação de risco eminente local isso é muito importante ser destacado para que não haja nenhum de pânico desnecessários na população como já foi dito estrutura ela permanece entrega não apresenta nenhum de problema estrutural qualquer novidade nós iremos avisando aqui nós recomendamos aos motoristas que evitem região ali da 040 porque ela é fechado trança ele provavelmente vai ficar bem prejudicado nas próximas horas aí eu não há previsão de liberação é da via que nós tivemos qualquer de modificação nesse sentido gente vai avisando aqui imagens como agora gente tá com teto muito baixo devido à condição climática é o sobrevoo no local está bastante prejudicado gente ainda não tem imagens para poder mostrar realmente como tá estrutura mas que chegar essas imagens gente vai postando aqui para vocês porta tu palavras aí do pedro aihara que é o porta-voz do corpo de bombeiros de minas gerais tranquilizadoras em virtude de não ter sido o rompimento gente lembra que uma rodovia foi interditada como ele destacou nos dois sentidos inicialmente o corpo de bombeiros havia informado à imprensa que barragem teria se rompido após investigação há informação de que apenas um transbordamento o que obviamente nos deixa mais tranquila até por causa de não termos vítimas neste momento como destacou vai rara do corpo de bombeiros é o momento que você não trazer pânico felizmente parece que situação vai sendo contornada pelo corpo de bombeiros em virtude das fortes chuvas também que atingiram stephanie atingir nos últimos dias região de minas gerais também vários municípios sofrendo desta vez é como se o dique como ele destacou ali não suportasse acabasse transbordando da essas imagens que gente acompanha aqui na cml é isso na tentando informações importantes trazidas pelo pedro aihara que é porta-voz do corpo de bombeiros de minas gerais não houve um rompimento da barragem apenas um transbordamento devido ao excesso de chuva o excesso de água na região essa água acabou transbordando de um dica que faz contenção dessa água da chuva agora um alerta inclusive traseira que pela nossa produção mesmo não tendo não havendo gravidade claro de um rompimento dessa barragem ele destacou que não há esse risco muitos condomínios residenciais br-040 segue interditada região neste momento que gente sair com ele,"O Corpo de Bombeiros de Minas Gerais informou que não houve rompimento da barragem da mina Pau Branco, em Nova Lima, mas sim um transbordamento de um dique de contenção devido às fortes chuvas. A BR-040 permanece fechada, e as imagens mostram a água invadindo a rodovia. Não há vítimas ou comunidades em risco, e a estrutura do dique está íntegra, mas a situação é monitorada.","A barragem de Mina de Pau Branco, em Minas Gerais, teria se rompido, mas não houve rompimento de barragem, segundo o corpo de bombeiros. A região foi afetada por uma forte chuva, e o transbordamento acabou atingindo a região da br-040, que permanece fechada. O valor é o que responsável pela situação de toda a estrutura, que está em íntegro norte, e não há risco eminente de morte."
Bg9vRK18kSc,Rocha desaba e atinge embarcações com turistas em Capitólio,olha só agora gente vai mostrar imagens impressionantes de um acidente que aconteceu na manhã deste sábado na verdade um deslizamento de uma pedra atingiu pelo menos três lanchas nas furnas de capitólio que fica em minas gerais um lugar super turístico uma estrutura rochosa desabou na região dos canyons segundo o corpo de bombeiros o acidente teria relação com uma tromba d'água pelo menos 15 pessoas estavam nas embarcações ficaram feridas ainda não há confirmações de mortes gente torce para que isso continue que não haja morta mas as imagens são impressionantes elas foram gravadas através de um celular de um dos tripulantes o momento do desabamento da rocha indo ao encontro justamente das lanchas imagens que foram confirmadas desse acidente pelo corpo de bom,"Um deslizamento de uma pedra atingiu pelo menos três lanchas nas Furnas de Capitólio, Minas Gerais, na manhã deste sábado. O acidente, que teria relação com uma tromba d'água, deixou 15 pessoas feridas, mas ainda não há confirmação de mortes. Imagens gravadas por um celular mostram o momento impactante do desabamento da rocha.","O deslizamento de uma pedra atingiu três lanchas nas furnas de capitólio de Minas Gerais. O acidente teria relação com uma tromba d'água e deixou pelo menos 15 pessoas feridas, segundo o corpo de bombeiros."
55Ymxsyduy0,Risco de rompimento de barragem em Pará de Minas (MG) deixa moradores em alerta máximo,os moradores de congonhas ainda em minas gerais vivem um pesadelo de morar ao lado de uma barragem que corre o risco de se romper em meio à chuva que castiga o estado outras cidades de minas várias barragens também estão sob ameaça equipes da polícia da defesa civil passaram noite vistoriando barragem que está por um fio o alerta feito 24 horas continua informação é 99 porcento de que barragem pode romper barragem da usina do carioca fica no rio são joão em pará de minas centro-oeste do estado pelo amor de deus foi orientado nem vão poder ficar aqui mais todo mundo moradores filmaram o reservatório ea água saindo por cima pelos lados sem moradores de pará de minas pitangui onça de pitangui conceição do tiveram que sair de casa foram levados para este ponto de apoio da prefeitura aqui nós vamos fazer todo procedimento necessário para ajudar essa sua missa alimentação até que gente possa restabelecer o lar desse pessoal região dos desabrigados seria inundada em 20 minutos parte da zona rural está submersa nessa fazenda porcos morreram até de falar com outra boiando lá que lá tudo é porque amanhã eu quero porque não tá conseguindo tirar tudo da da água lá represa de cachoeira da prata na região de sete lagoas também preocupa ó arrebentando tudo aqui ó do ladinho da minha casa da 65 barragens de rejeitos de minério que existem no brasil 46 ficam aqui em minas gerais três estão no nível máximo de alerta o que significa maior possibilidade pintura uma delas essa aqui em congonhas que tem quatro vezes mais rejeitos do que de brumadinho que há quase três anos se rompeu matou 270 pessoas só do alto para perceber toda dimensão barragem casa de pedra tem quilômetros de extensão se estrutura desmoronar lama atingiria em cheio quatro mil moradores de dois bairros próximos é ruim ser vizinho do perigo aqui é bem ruim tá bem mãe você vizinha do perigo sábado houve inundações deslizamentos na cidade rua chuvas intensas responsável pela barragem anunciou suspensão temporária das atividades agência nacional de mineração vistoriou barragem depois que prefeitura que entrou na justiça para ter acesso ao reservatório denunciou nas redes sociais um suposto vazamento numa das calhas segundo agência nenhuma anormalidade foi verificada na estrutura apesar do relatório final não ter ficado pronto tem terra caindo nesse saúde o pessoal tá falando que é normal empresa tá falando que é normal mas população não tá acreditando muito nisso não tem que ter uma palavra final da nm dos órgãos responsáveis,"Moradores de Congonhas, Minas Gerais, vivem sob o medo de um rompimento de barragem em meio às fortes chuvas que atingem o estado. A barragem Casa de Pedra, da CSN, com quatro vezes mais rejeitos que Brumadinho, está no nível máximo de alerta, e equipes da Defesa Civil vistoriaram a estrutura. Um suposto vazamento e trincas recentes aumentaram a apreensão da população, que já sofre com inundações e deslizamentos.","Cidades de Minas Gerais estão sob risco de se romper em meio à chuva que castiga o estado. A barragem da usina do carioca fica no rio São João, no centro-oeste do estado, e os moradores de congonhas, em Minas Gerais, vivem um pesadelo de morar ao lado de uma barragem que corre o risco de desmoronar. A polícia passou noite vistoriando a barragem, que está por um fio o alerta feito 24 horas."
4wQ6pcbPSZw,Veja momento em que barragem transborda em Minas Gerais | EXPRESSO CNN,são quase 9 da noite vamos falar sobre chuva com uma imagem impressionante que eu chamei antes do intervalo vamos ver agora o momento em que o dick da barragem de uma empresa em nova lima na grande belo horizonte transborda o vídeo gente exclusivo é da rádio itatiaia vamos ver aí juntos gente vê no alto à esquerda uma onda se formando no dick da barragem água vem com forç vai inundando tudo pela frente isso aconteceu no sábado de manhã as imagens são exclusivas da rádio itatiaia gente lembra que água cobriu br040 em nova lima na grande belo horizonte rodovia está parcialmente interditada agora pode deixar imagem agora vem onda o víde é um pouco mais lento do que minha narração gente vai ver exatamente o momento do transbordamento aí transbordou tudo olha isso agora sim impressionantes como eu disse força da água do que tem acontecido em várias partes do nosso país transbordamentos mas esse especialmente o fato que aconteceu no fim de semana que gente tá trazendo para vocês o momento exato em que esse dick transborda em minas gerais,"Um vídeo exclusivo da Rádio Itatiaia mostra o momento exato em que um dique de uma barragem transborda em Nova Lima, na Grande Belo Horizonte, devido às chuvas intensas. A água invadiu a BR-040, que permanece parcialmente interditada. As imagens são impressionantes e ilustram a força da água que tem causado transbordamentos em diversas partes do país.",Entenda o momento em que o dick da barragem de uma empresa em nova lima transborda. A imagem é exclusiva da rádio itatiaia e mostra o momento exato em que um dick transbordou em Minas Gerais. O vídeo é exclusivo da rádio Itatiaia FM.
z6I-uZnu-3I,Congonhas: Barragem de rejeitos tira o sono de moradores- Jornal Minas,em congonhas na região central de minas moradores também sofrem com as consequências dos últimos temporais mas o que população mais teme é o rompimento da barragem de rejeitos da companhia csn em congonhas chuva dos últimos dias provocou deslizamentos no bairro do oscar levou defesa civil interditar várias casas nas encostas ruas mais altas na parte baixa mais problemas o rio maranhão que corta cidade chegou transportar água que subiu não dou vários bairros como o residencial moradores recolhem o que sobrou da enchente só voltamos hoje porque não teria condições água tava toda que não dá daqui ainda não teria condições da gente tá voltando agora que gente conseguiu voltar para iniciar limpeza casa da minha mãe não entrou mas na minha casa entrou só que entrou também ele na minha garagem aqui é dez anos que eu vi no transbordava confirmando dez anos é justamente no residencial que os moradores além da enchente também ficam mais apreensivos ainda quando chove muito ameaça vende barragem casa de pedra considerado uma das maiores do mundo em área urbana que tem alteamentos que atingem mais de 75 metros o equivalente um prédio de 20 andares nos últimos dias uma trinca numa das estruturas levou técnicos serviço da csn redobrar atenção em um dos trechos da barragem em nota mineradora informou que não há risco de rompimento diante da situação o ministério público fez um requerimento junto à mineradora órgãos do estado para que seja apresentado um relatório atualizado da seguranças de estrutura um monitoramento constante da barragem durante o período chuvoso o relatório deverá incluir detalhes sobre as condições gerais das barragens sobre os impactos das últimas chuvas as estruturas de acordo com agência nacional de mineração em todo o país existem 40 barragens ligadas mineração com algum risco de rompimento 36 delas estão localizadas aqui em minas este engenheiro que já trabalhou na área de mineração fez uma análise das últimas imagens da casa de pedra durante o período chuvoso numa barragem daquele poste qual que é pequena sinalização tem que ser observado com muito que essa barragem ela tinha que começar o descomissionamento dela rapidamente mas para isso você tem que tirar aquela população que mora em baixo comparação que eu faço para você que se fosse para você pensar numa caixa d'água que encheu até em cima separou de colocar água nela mas água tá dentro entende acaba rádio existe ela tá cheia de reger ela só vai deixar dizer eu pude comissionados caracterizada situação dos últimos dias despertou mais uma vez o medo da população de três bairros abaixo da gigantesca estrutura que vivem em alerta constante vc vai acabar com todo mundo entendeu o que que tá acontecendo é só isso gente precisa saber eu tenho mais medo do rio que sobe ou da casa de pedra que enche aí lá da garagem,"Em Congonhas, Minas Gerais, a população sofre com as consequências de temporais e o medo do rompimento da barragem Casa de Pedra, da CSN. Uma trinca em uma das estruturas gerou alerta, e o Ministério Público solicitou um relatório atualizado da segurança da barragem. Inundações e deslizamentos já afetam a cidade, e a barragem, considerada uma das maiores em área urbana, tem alteamentos que equivalem a um prédio de 20 andares.","Em congonhas, moradores sofrem com as consequências dos últimos temporais, mas o que população mais teme é o rompimento da barragem de rejeitos da csn. A chuva dos últimos dias provocou deslizamentos no bairro do oscar levando defesa civil interditar várias casas nas encostas e ruas mais altas na parte baixa. O rio maranhão que corta cidade chegou a transportar o que sobrou da enchente. A população teme o rompimento de uma barragem, considerada uma das maiores do mundo, com alteamentos que atingem mais de 75 metros, equivalente a um prédio de 20 andares."
U4YC1C4U8kI,Barragem do Carioca- Jornal Minas,nós vamos agora para par de minas no centro oeste para mais informações sobre barragem do carioca que estava sobre ameaça de rompimento colocando em risco várias cidades da região ao vivo conosco está o repórter felipe araújo da tvi de pará de minas boa noite felipe conta para nós como está situação nesse momento na cidade oi paulo boa noite boa noite você que assiste ao jornal minas chuva deu uma égua aqui no estado aqui em pará de minas não foi diferente hoje não choveu depois de praticamente aí 10 dias na verdade quase duas semanas chovendo direto aqui na cidade na nossa região situação ainda é de alerta situação lá na represa de carioca ainda é difícil ainda é instável dona dessa usina que tem essa barragem lá que está comprometida hoje emitiu uma nota dizendo que situação ainda é de alerta o acompanhamento é feito todo tempo para sentir mesmo se essa barragem essa represa dessa usina hidroelétrica vai se romper ou não é o que gente torce para que isso não aconteça o que preocupa mesmo é o nível do rio são joão que é o que abastece essa represa o nível do rio de são joão está muito alto mesmo com essa estiagem que deu hoje o nível continua alto o sinal de alerta ainda está mantido para cidades que ficam abaixo dessa usina é um pedacinho de par de minas do do distrito de carioca algumas comunidades ribeirinhas alguns distritos das cidades de onça de pitangui conceição do pará pitangui essas cidades permanecem em alerta como também aqui na região de pará de minas ao longo do leito do rio são joão pessoas que poderiam ser afetadas por essa situação são 130 pessoas aí ao longo da calha ao longo do do do trecho do rio são joão que pode ser alagado em caso de rompimento dessa barragem mas enfim grande parte dessas 130 pessoas já foi retirada de suas casas esse alerta para que elas saíssem foi emitido na tarde do último domingo portanto barragem ainda não se rompeu gente continua torcendo eu eu repito gente continua torcendo para que isso não aconteça mas olha só ontem polícia civil resgatou pai filhas duas filhas duas crianças de 5 7 anos na zona rural da cidade de onça de pitangui que fica bem aqui ao lado de pará de minas é uma das cidades cortadas aí pelo rio são joão que estão em alertas em alerta elas foram resgatadas de helicóptero essa família o prefeito de pará de minas elias diniz esteve hoje aí em bela horizonte para pedir ajuda do governo do estado para sanar os problemas os transtornos causados pelas chuvas às famílias aqui da cidade de parad minas o prefeito foi pedir ao governador verba para operações tapa buracos para conter barrancos aqui tem muito deslizamento de terra barrancos as estradas rurais estão muito precárias tem comunidade da zona rural aqui de pará de minas que está ilhada não cons gente não consegue gente tentou aqui nossa equipe de reportagem tentou nesta terça-feira chegar até ao distrito comunidade de meireles aqui é impossível chegar lá os os moradores estão revoltados com toda razão enfim o prefeito pediu vai pedir ao governador espera do governador uma série aí de ações para para resolver os problemas tem o bs unidade de saúde fechada aqui na cidade pontes interditadas casas comprometidas realmente situação aqui é de alerta justamente por isso desde segunda-feira à noite cidade se encontra em situação de emergência foi decretado pela prefeitura essa situação de emergência aqui na cidade muitas as famílias necessitam de ajuda o ponto principal de arrecadação de doações aqui em pará de minas é no ginásio do bairro nossa senhora de fátima as pessoas podem doar material de limpeza alimentos material de higiene também esse local o ginásio do do bairro de fátima também será usado para abrigar famílias que possivelmente não tenham para onde ir certo fip for as essas foram as informações aqui de parad de minas da região centro-oeste muito obrigado boa noite para você boa noite gente,"Em Pará de Minas, a situação da barragem do Carioca permanece em alerta, mesmo após dias sem chuva, devido ao nível alto do Rio São João. Embora não tenha havido rompimento, a dona da usina, Furnas, mantém o monitoramento. Cento e trinta pessoas em comunidades ribeirinhas já foram retiradas, e o prefeito Elias Diniz busca ajuda do governo estadual para lidar com os transtornos causados pelas chuvas, como estradas rurais precárias e áreas isoladas.","O prefeito de pará de minas, elias diniz, pediu ao governador verba para operações tapa buracos e conter barrancos. A prefeitura de Pará de Minas, que está em situação de emergência desde segunda-feira à noite, decretado pela prefeitura como medida de emergência. O ponto principal de arrecadação de doações é no ginásio do bairro nossa senhora de fátima, onde pessoas podem doar material de limpeza alimentos material de higiene."
62NbgYcCihc,ULTIMAS NOTÍCIAS: MOTORISTA ALINE FÜCHTER (OURIQUES) SEGUE INTERNADA NO HOSPITAL EM P. E LACERDA.,está até circulando uma notícia falsa de que caminhoneira aline ouriques teria falecido mas nada disso nossa equipe de reportagens veio até o hospital santa casa em pontes lacerda aqui nós conversamos ali com um profissional ele nos informou que o estado de saúde da mesma é estável ela está com machucados no rosto braço perna neste momento encontra-se aqui no box de emergência passando por uma avaliação médica recebendo atendimento ela é famosa mídias sociais pela internet afora tem milhares de seguidores 32 anos de idade natural de tubarão santa catarina se envolveu em um acidente na br 174 entre os municípios de pontes lacerda porto esperidião segundo o que foi levantado estourou campana da roda de uma carreta que ia na sua frente ela para não bater na traseira desviou pegou pista contrária mas vinha uma outra carreta acabou aí se chocando o acidente foi registrado ela foi socorrida pela própria polícia rodoviária federal está aqui no hospital santa casa em pontes lacerda vamos estar acompanhando de perto este caso mas ficando desde já na torcida pela sua recuperação com imagem de antônio carlos donibiu para o record notícias,"A caminhoneira Aline Ouriques, de 32 anos e famosa nas redes sociais, sofreu um acidente na BR-174 entre Pontes e Lacerda e Porto Esperidião. Ela está internada em estado estável na Santa Casa de Pontes e Lacerda, com ferimentos no rosto, braços e pernas. O acidente ocorreu quando a campana da roda de uma carreta à sua frente estourou, e ela desviou para a pista contrária, colidindo com outra carreta.","A caminhoneira aline ouriques, de 32 anos, se envolve em acidente na br 174 entre os municípios de pontes lacerda e porto esperidião. Ela está com machucados no rosto, braço e perna, e está internada em estado estável. Ela foi socorrida pela própria polícia rodoviária federal."
nziZTO3J7XM,Meteoro cai no Triangulo Mineiro em Minas Gerais,entrada de um meteoro na atmosfera da terra foi vista por moradores do triângulo mineiro alto paranaíba na noite de sexta-feira dia quatorze de janeiro de 2022 estudos para analisar o local da queda já foram iniciados o fenômeno foi relatado por moradores de uberlândia patos de minas nova ponte santa juliana pedrinópolis perdizes nas redes sociais segundo alguns depoimentos um rastro de luz foi deixado no céu seguido de um estrondo de acordo com o coordenador do observatório de astronomia de patos de minas gilberto do monte estações de outros estados também registraram entrada hipótese de que algum fragmento tenha chegado ao solo começou ser estudada o coordenador do observatório também informou que profissionais da rede brasileira de observação de meteoros já estão juntando as imagens para calcular através da triangulação rota traçará possível região da queda é mais informações qualquer momento aqui no blog da cidade,"A entrada de um meteoro na atmosfera da Terra foi avistada por moradores do Triângulo Mineiro e Alto Paranaíba na noite de sexta-feira, 14 de janeiro de 2022. Relatos de um rastro de luz seguido por um estrondo foram feitos em Uberlândia, Patos de Minas, e outras cidades. Estudos já foram iniciados para analisar o local da queda e determinar se algum fragmento chegou ao solo, com profissionais da Rede Brasileira de Observação de Meteoros calculando a rota.","A entrada de um meteoro na atmosfera da terra foi vista por moradores do triângulo mineiro alto paranaíba. Estudos para analisar o local da queda já foram iniciados. O fenômeno foi relatado por moradores de uberlândia, em Minas Gerais, em um rastro de luz, seguido de um estrondo, de acordo com o coordenador do observatório de astronomia de patos de minas gilberto do monte estações de outros estados também registraram entrada suspeita de que algum fragmento tenha chegado ao solo."
wSuPqy2ziyE,"Ex-assessor e amigo de Bolsonaro confirma esquema de rachadinhas à Veja, mas depois desmente",o assessor amigo do presidente bolsonaro afirmou à revista veja que havia rachadinha no gabinete do político quando ele era deputado federal o esquema também teria acontecido nos gabinetes dos filhos carlos flávio segundo valdir ferraz quem comandava arrecadação ilegal de dinheiro dos funcionários era ex-mulher de bolsonaro reportagem da revista veja apresentou conversas com valdir ferraz ele é amigo de 30 anos esse assessor do presidente jair bolsonaro agora do pl na campanha presidencial de 2018 segundo relato que fez advogada ana cristina valle ex-mulher do presidente organizou comandou arrecadação regular de parte dos salários dos servidores prática que configura o crime de peculato é também conhecida como rachadinha de acordo com reportagem o esquema relatado por valdir acontecia nos gabinetes do deputado federal jair bolsonaro dos filhos o atual senador flávio bolsonaro do pl quando era deputado estadual do rio de janeiro do vereador carlos bolsonaro do republicanos aqui no carro por causa ele faz fez festa aí é eu já descobri depois que o youtube aí já fez barba ontem agora tá aí eu acho que ela que fazer mas quem é que sinal aquelas para o batom na cueca como é que vai explicar o meu problema é é porque não sabe eu tenho certeza que não sabia o ex-assessor detalhe ainda como funcionava rachadinha nos gabinetes da família conhecido como jacaré que nem o pai nem os filhos sabiam do esquema que quando o presidente descobriu ficou desesperado que ele foi traído pela ex-mulher do presidente afirmou também que ana cristina ainda hoje faz chantagem com bolsonaro chega algumas vezes aparecer ao lado de apoiadores no cercadinho na porta do palácio da alvorada segundo o amigo do chefe do executivo quem assumiu o esquema dos rachadinhos como saída da ex-mulher foi fabrício queiroz sem que bolsonaro soubesse fabrício queiroz chegou ser preso investigação o cadinho em junho de 2020 solto em março do ano passado o ministério público investiga as denúncias estimativa é que são no gabinete de flávio bolsonaro na alerj 2300000 reais tenham sido movimentados no esquema o agora senador nega as acusações de ser vítima de perseguição divulgou um vídeo para desmentir reportagem da veja revista veja deste final de semana traz na capa o valdir ferraz tem um amigo da família sempre esteve junto conosco onde ele supostamente diz que tinha conhecimento de uma série de problemas meu gabinete da minha família isso não é verdade defesa do vereador carlos bolsonaro disse que ele não iria se manifestar já ana cristina valle negou todas as acusações classificou denúncia como fantasiosa nas redes sociais valdir ferraz disse que jamais soube de algo que tem havido rachadinha em que reportagem deturpou as declarações que retratavam o que já tinha saído na imprensa o palácio do planalto também não se pronunciou,"Um assessor e amigo do presidente Bolsonaro afirmou à revista Veja que houve um esquema de ""rachadinha"" nos gabinetes de Jair Bolsonaro e seus filhos, Carlos e Flávio. Valdir Ferraz, amigo de 30 anos do presidente, declarou que a ex-mulher de Bolsonaro, Ana Cristina Valle, comandava a arrecadação ilegal de salários dos funcionários. O Ministério Público investiga as denúncias, e Flávio Bolsonaro nega as acusações, enquanto Ana Cristina classificou a denúncia como fantasiosa.","O assessor do presidente bolsonaro afirmou à revista 'Veja' que havia rachadinha nos gabinetes do deputado federal e do vereador carlos flávio quando ele era deputado federal. Segundo relato de valdir ferraz, quem comandava arrecadação ilegal de dinheiro dos funcionários era ex-mulher do presidente, a ex-assessor da campanha presidencial de 2018. A prática configura o crime de peculato e é conhecida como 'rachadinha' de acordo com reportagem da revista Veja."
