video_id,title,channelId,channelTitle,transcription,description
2G0FJKPRero,Presidente entra com ação no STF contra medidas de isolamento decretadas por governadores,UCNl_i-ggJbZNyOLlhE7yyhw,Jornal da Gazeta,eu vou presentear e bolsonaro entrou com uma ação no Supremo Tribunal Federal contra as medidas de distanciamento social decretados por governadores e disse que pode chegar o momento do governo tomar uma medida dura por causa da pandemia mas sem revelar Qual a reportagem é do nosso correspondente em Brasília Afonso Marangoni e o presidente Jair bolsonaro voltou a criticar governadores e prefeitos que estão decretando novos Loki daos para tentar frear o avanço da pandemia Ele disse que as medidas funcionam como estado de sítio que só pode ser adotado pelo presidente com o aval do Congresso Nacional ontem bolsonaro anunciou que entrou no Supremo Tribunal Federal para derrubar decretos de três governadores que restringiram a circulação de pessoas do Distrito Federal da Bahia e do Rio Grande do Sul o planalto quer que a corte Estabeleça que mesmo em casos de necessidade sanitária comprovada medidas de fechamento de serviços não essenciais exigem respaldo legal e devem preservar um mínimo de autonomia econômica das pessoas na saída do Palácio da Alvorada bolsonaro disse apoiadores que a crise vai piorar no Brasil a entrevista foi postada no canal aliado do governo pulo virem bom dia para comer mais agora que eu tenho falado o caos vem aí a fome vai tirar o pessoal de casa nós vamos ter problemas que a gente nunca esperava ter problemas sociais gravíssimos Bom dia que nós vamos parar será que o governo fez para ele tomar uma decisão antes que isso aconteça Será que a população está preparado por uma ação do governo federal dura tocante é isso que que é dura e é para da Liberdade o povo é para dar o direito do povo trabalhar não é ditadura não o presidente do Supremo Tribunal Federal Luiz fux anunciou que vai se reunir na próxima semana com bolsonaro para debater um plano nacional de combate à pandemia também devem participar dos presidentes do Senado Rodrigo Pacheco do Democratas e da câmara Arthur Lira do progressistas além de alguns governadores e prefeitos ontem fux consultou o plenário da corte sobre o convite recebido de bolsonaro para integrar um plano dos Três Poderes contra a cor 2019 a maioria do colegiado entendeu que o representante do tribunal pode participar de debates e conversas sem se envolver em decisões que possam parar na justiça no senado a morte do senador Major Olímpio a pressão para que o presidente da casa Rodrigo Pacheco instaurar uma CPI para investigar a atuação do Governo Federal na condução da pandemia avaliação no entanto é a de que a troca no Ministério da Saúde EA resistência de Pacheco diminuem as chances da CPI começar neste momento e o presidente do Supremo Tribunal Federal o Ministro Luiz fux ligou hoje para o presidente bolsonaro para falar sobre rumores a respeito de um possível decreto de estado de sítio ao magistrado bolsonaro negou essa possibilidade de acordo com a constituição a decisão final sobre a decretação de estado de sítio cabe ao congresso e com aprovação por maioria absoluta a medida drástica permite ao governo federal restringir direitos constitucionais,"O presidente Jair Bolsonaro entrou com uma ação no Supremo Tribunal Federal contra as medidas de distanciamento social decretada por governadores. E disse que pode chegar o momento do governo tomar uma medida dura por causa da pandemia, sem revelar qual. A reportagem é do nosso correspondente em Brasília, Afonso Marangoni."
c3JZazgNdZE,Pronunciamento do Presidente da República Jair Bolsonaro,UCSv9d0kQegylHWpP83jWSQg,tvbrasil,a forma se neste momento a rede nacional de rádio e televisão para o pronunciamento do Presidente da República Jair bolsonaro boa noite estamos no momento de uma nova variante do coronavírus que infelizmente Tem tirado a vida de muitos brasileiros desde o começo eu disse que tinha uns dois grandes desafios o vírus e os empregos e em nenhum momento o governo deixou de tomar medidas importantes tanto para combater o coronavírus como para combater o caos na economia que poderá gerar desemprego e fome quero destacar que hoje o somos o quinto país que mais vacinou no mundo temos mais de 14 milhões de vacinados imagem 32 milhões de doses de vacina distribuídas para todos os Estados da Federação Graças às ações que tomamos Logo no início da pandemia em julho de dois mil e vinte assinamos um acordo com a cidade offboard para a produção na Fiocruz de 100 milhões de doses da vacina Astra zeneca e liberamos em agosto um milhão e 900 milhões de reais em setembro de 2020 assinamos outro acordo com o consórcio kovacich para a produção de 42 milhões de doses o primeiro lote chegou no domingo passado e já foi distribuído para os Estados em dezembro liberamos mais 20 milhões de reais o que possibilitou a aquisição da Corona aqui através do acordo com o Instituto Butantan sempre afirmei que adotaremos qualquer vacina desde que aprovada pela ANVISA e assim foi feito e hoje somos produtores de vacina em território nacional mais do que isso fabricar emos o próprio insumo farmacêutico ativo que a matéria-prima necessária em poucos meses seremos autossuficiente na produção de vacinas não sabemos Por quanto tempo teremos que enfrentar essa doença mas a produção Nacional vai garantir que possamos vacinar os brasileiros todos os anos independentemente das variantes que possam surgir neste mês e intercedeu pessoalmente junto ao fabricante fazer para antecipação de 100 milhões de doses que serão entregues até setembro de 2011 ah e também com a chance aí garantido 38 milhões de doses para este ano eu quero tranquilizar o povo brasileiro e afirmar que as vacinas estão garantidas ao final do ano teremos alcançado mais de 15 milhões de doses para vacinar toda a população muito em breve retomaremos nossa vida normal solidarizo-me com todos aqueles que tiveram perdas em suas famílias que Deus conforte seus corações Estamos fazendo e vamos fazer de dormir 21 um ano da vacinação dos brasileiros somos incansáveis na luta contra o coronavírus Essa é a missão e vamos cumpri-la Deus abençoe o nosso Brasil E aí E aí o pátria amada Brasil,"Em cadeia nacional de rádio e televisão, o presidente Jair Bolsonaro faz pronunciamento sobre vacinação. Acompanhe.Conheça a programação da sua TV Brasil: http://tvbrasil.ebc.com.br/Siga a TV Brasil nas redes sociais:Facebook - https://www.facebook.com/tvbrasilTwitter - https://twitter.com/TVBrasilInstagram - https://www.instagram.com/tvbrasil"
uEFipa1AeXw,Falha humana pode ter encalhado navio no Canal de Suez | AFP,UCamgdcs45ToPrIV7wmT7iYg,AFP Português,"e os próximos dias serão decisivos para desbloquear o canal de sua ex a empresa que tenta liberar a rota estratégica para o comércio Mundial disse que o porta container eles podem ser retirado no início da próxima semana autoridades egípcias disseram neste sábado que os fatores meteorológicos não são as razões principais para o encalhe do navio pode ter sido um erro técnico humano tudo será revelado através de Pesquisas muitos Erros podem ter sido causas mas ainda não podemos provar nada a única razão Clara é que houve exemplo esportes e uma tempestade de areia mas esses não são os únicos erros como outros que são revelados durante a investigação aberto ver ele tá desde quarta-feira as autoridades tentam liberar o navio é verde vem de mais de 220.000 toneladas e 400 metros de comprimento segundo uma revista especializada mais de 200 embarcações ancoravam sexta-feira nas duas pontas e na área de espera no centro do canal o que gera importantes atrasos na entrega de petróleo e outros produtos em a publicação estimam que transportadores de contêineres está bloqueando o equivalente a cerca de 9,6 Bilhões de Dólares em cargas por dia","A empresa envolvida na missão para liberar o Canal de Suez indicou que o porta-contêineres encalhado no local pode ser liberado no início da próxima semana. Neste sábado, o Presidente da Autoridade do Canal de Suez, Osama Rabie, disse que uma falha humana pode estar por trás do bloqueio do cargueiro Ever Given.Subscribe to AFP and activate your notifications to get the latest news 🔔https://www.youtube.com/channel/UCamgdcs45ToPrIV7wmT7iYg/?sub_confirmation=1"
kJrDHzA-ZjU,O navio Ever Given já está desencalhado mas ainda não flutua,UCUmEPYxmnyQDeRUcFkslmQw,euronews (em português),e o ever Given no navio que bloqueava o canal do Suez já foi desencalhado e retomou a oitenta por cento a direção a seguir a informação foi confirmada pelo presidente da autoridade que gera o canal as manobras foram retomadas esta manhã para reposicionar o porta-contentores no centro do canal para que possa Navegar a mesma fonte garantiu que os motores do navio funcionam e coloco esteja reposicionado o tráfego poderá ser retomado mas não há indicação de quando Isso poderá acontecer este domingo havia mais de 320 navios à espera de poder atravessar o canal do Suez quer em direção a Mediterrâneo quer ao Mar Vermelho o bloqueio desta via estratégica da navegação mundial está a ter o impacto no transporte do petróleo e gás para a Europa a partir do médio Oriente o canal estava bloqueado há quase uma semana a Síria já começou a racionar a distribuição de combustível no país devastado pela guerra em mercados internacionais o aumento dos preços já se faz sentir cerca de 10 por cento do Comércio Mundial passa pelo canal do Suez só no ano passado As Margens assistiram à passagem de 19 mil navios,O navio que bloqueia o Canal do Suez já foi desencalhado e está a ser reposicionado para navegar até um local onde permita a passagem de outros barcosLEIA MAIS : https://pt.euronews.com/2021/03/29/o-navio-ever-given-ja-esta-desencalhado-mas-ainda-nao-flutuaSubscreva: https://www.youtube.com/c/euronewsportugues?sub_confirmation=1Euronews TV em direto: https://www.youtube.com/c/euronewsportugues/liveeuronews está disponível em 12 línguas: https://www.youtube.com/user/euronewsnetwork/channels#World
y164lhho0gI,"Após seis dias encalhado no Canal de Suez, navio volta a flutuar | NOVO DIA",UCvdwhh_fDyWccR42-rReZLw,CNN Brasil,e dá uma olhadinha imagens ao vivo que chegam do Egito onde a operação para desencalhar aquele cargueiro que está bloqueando o Canal de Suez continua já são 5 horas em relação a Brasília no Egito são portanto lá 11:38 a manhã desta segunda-feira e essa tentativa de liberar um navio acontece e depois das equipes terem conseguido fazer com que o navio flutuasse parcialmente ele estava Seis Dias completamente encalhado agora voltou a flutuar o que evidentemente é um sinal promissor a parte traseira do navio foi liberado de uma das margens do canal mas o chefe da empresa holandesa que está trabalhando nessa operação disse que a pro a segue presa como uma rocha as autoridades do Egito adotaram a partir de agora um tom mais otimista dizendo que as equipes planejam fazer o navio flutuar aproveitando a subir Oi e essa tentativa que nós estamos assistindo agora ao vivo a 6:38 no horário de Brasília 11:39 da manhã relógio acabou de virar no horário do Egito Pois é a lua cheia subida da Maré dera uma boa ajuda e as equipes do Egito e já Todo Mundo Tem trabalhado sem parar para tentar desencalhar o navio com a operação envolvendo 10 rebocadores e dragas de areia o tráfego vai ser retomado uma vez que o navio seja movido a uma área mais Ampla do canal o que pode levar um tempo ainda cerca de 370 embarcações aguardam a liberação do Canal de Suez para seguir viagem muitos dos navios transportam produtos sensíveis incluindo minha gente animais vivos ativistas e especialistas temem que o caso do Ever Given não seja liberado em breve caso ele não seja liberada em breve a comida EA água nessas embarcações pó o bar Possivelmente causando a morte de milhares de animais outros navios transportam petróleo a Síria que enfrenta anos de guerra teve que impor um racionamento de combustível no domingo para proteger o abastecimento já que os Petroleiros não conseguiram Fazer Entregas devido ao bloqueio o ever Given the 400 m de comprimento e quase 60 de largura encalhou na terça-feira passada em meio a fortes ventos interrompendo o trânsito de navios em uma das vias marítimas mais movimentadas do mundo cerca de doze por cento do volume do Comércio Mundial passa pelo canal que gerou cerca de cinco bilhões e meio de Dólares aos cofres do Egito no ano passado,"A embarcação de 400 metros de comprimento ficou presa em diagonal no canal durante ventos fortes, na manhã de terça-feira (23), interrompendo o tráfego de navios na rota mais curta entre a Europa e a Ásia. #CNNBrasilLeia mais: https://cnnbr.tv/3sCLj8cInscreva-se no canal da CNN Brasil no YouTube: https://www.cnnbr.tv/2ybMGDH​ACOMPANHE A CNN BRASIL TAMBÉM NAS OUTRAS PLATAFORMAS:Podcasts: https://www.cnnbr.tv/2y91K4Q​Newsletters: https://newsletter.cnnbrasil.com.br​Facebook: https://www.facebook.com/cnnbrasil​Twitter: https://www.twitter.com/cnnbrasil​Instagram: https://www.instagram.com/cnnbrasil"
fbf_y2Nv0Jw,Tensão na CPI: Renan Calheiros e Flávio Bolsonaro trocam acusações e xingamentos,UCNl_i-ggJbZNyOLlhE7yyhw,Jornal da Gazeta,e pensam durante a CPI da comida 19 em Brasília o relator Renan Calheiros ameaçou pedir a prisão do ex-secretário de comunicação da presidência da república Fábio mangá tem a base governista reagiu a reportagem do nosso correspondente em Brasília Afonso Marangoni foi o depoimento mais tenso da CPI até aqui e os embates ocorreram durante quase todo o tempo Fábio vai enganar tem foi convocado após conceder uma entrevista à revista Veja na qual disse que a incompetência do Ministério da Saúde causou atraso na compra de vacinas a CPI o ex-secretário de comunicação diminuiu o tom de se entender que a incompetência é ficar refém da burocracia a revista Veja no link latour ao Ministro para joelho a incompetência eu entendo que é incompetência é ficar refém da burocracia acho que a burocracia EA morosidade na tomada de decisões que a característica da adh é pública é um problema no caso nos casos excepcionais como a gente tem da pandemia o ex-secretário afirmou que uma carta enviada pela empresa fazer permaneceu dois meses sem resposta do governo federal o documento teria sido enviado ao presidente Jair bolsonaro ao vice-presidente Hamilton Mourão EA outras autoridades como o Ministro da Economia Paulo Guedes e o então ministro da saúde Eduardo plazuelo pagar tem afirmou que entrou na discussão a respeito da aquisição da vacina mas nunca participou de negociações formais nunca Participei de negociação Senador o que eu busquei sempre foi o maior número de vacinas para atender a população brasileira numa vacina que tinha maior eficácio Esse foi o que eu busquei sempre com bombardeios da Imprensa em cima de mim e com muitos amigos doentes ou é secretário afirmou que o governo fez inúmeras campanhas publicitárias sobre a co 19 ele negou qualquer interferência do presidente Jair bolsonaro em propagandas relacionadas ao enfrentamento a pandemia questionado a respeito de declarações do presidente sobre vacinas o ex-secretário afirmou Pergunte para ele a Cúpula da comissão disse que vai gastar em estava desrespeitando o colegiado ao se furtarem responder Os questionamentos de forma objetiva o presidente da CPI inclusive chegou a suspender a sessão ele não seria chamado só foi chamado fazer uma entrevista ele se ofereceu para vir aqui sempre E aí ele tá aqui tá gente ela só vai Pergunta depois a gente toma uma medida mais radical e aí vão dizer que nós somos isso aquilo por favor eu não menospreze a nossa inteligência ninguém imbecil aqui você ver você tá confiando em que lá na frente meu amigo Porque deixa eu dizer uma coisa que foi isso tem consequências futuras ações sobre gente olha para o processo sabe que isso não acaba a mãe Olá seja objetivo e verdadeiro pela sempre na volta às vezes afirmou que se vai engata então gerenciar se ele iria convocá-lo não como Testemunha e sim como investigado pouco depois o relator da CPI Renan Calheiros do MDB chegou a falar em prisão se ele me viu a revista Veja EA esta comissão eu vou requerer a vossa excelência na forma da legislação processual a prisão do depoente apenas para dizer isso e para não dizerem que nós não estamos tratando a coisa com a seriedade ou Senador Marcos Rogério do dem rebateu Pelo visto só é bom o depoimento quando responde o que o relatório quero ouvir isso ficou muito claro a posição e é a oposição e na sanha Justiceira e vingadora ao ver a matéria do secretário Fábio angarten se apressou em convocado bom e quando ele não parte para o ataque ao presidente da república o governo talvez fosse isso que alguns esperavam aqui protestam ameaçam rechaçam então ele não presta mais,"Tensão durante a CPI da Covid-19, em Brasília. O relator Renan Calheiros ameaçou pedir a prisão do ex-secretário de Comunicação da Presidência da República, Fábio Wajngarten. A base governista reagiu. A reportagem é do nosso correspondente, Afonso Marangoni."
6UwDXFvVuMs,Cortejo de Bruno Covas parte da prefeitura de São Paulo | CNN DOMINGO,UCvdwhh_fDyWccR42-rReZLw,CNN Brasil,e agora a gente vê então o momento em que o caixão de Bruno Covas é levado por essa equipe de policiais para o local para o caminhão do Corpo de Bombeiros esse caminhão é que deve seguir com o corpo de Bruno Covas por esse cortejo por ruas aqui da cidade de São Paulo São ruas vai sair alí da prefeitura que fica no Viaduto do Chá esse cortejo vai passar pela Praça Ramos de Azevedo para quem conhece aqui a região central da cidade de São Paulo Largo do Paissandu região bem Central mesmo Avenida São João Ipiranga Rua da Consolação até chegar na Avenida Paulista onde deve haver uma homenagem do Agora sim não é do BOPE é do iop é GCM a guarda civil e agora sim eu consegui ver melhor na imagem e corrigindo para vocês então agora sim é a Guarda Civil Metropolitana quem leva o caixão de Bruno Covas é a Guarda Civil Metropolitana da prefeitura da de São Paulo que vai carregar então o caixão com corpo de Bruno Covas colocar em cima então a bandeira do Brasil para fazer então essa essa homenagem à bandeira do Brasil posicionada Salvo engano ali também uma bandeira dos Santos é time de coração e também cidade natal na bandeira da cidade de São Paulo a bandeira do Estado de São Paulo é papo já ver imagem com mais detalhes dentro da cidade de madeira do Estado Lembrando que eu não vou fazer natural de Santos mas bem novo ele veio para São Paulo por conta do avô o Governador Mário Covas E foi morar no palácio dos Bandeirantes então a política estava no DNA de Bruno Covas ele desde muito novo acompanhando todos os BA o nome do político madeiras posicionados guarda levando o caixão com corpo de Bruno Covas e também tô mas carregando o caixão momento de despedida na sequência então o caixão será levado para o caminhão do Corpo de Bombeiros que já está do lado de fora do prédio já posicionado já dei os homens da Corporação recebendo o caixão para dar início ao cortejo [Música] Oi e aí a gente acompanha então momento em que caixão com corpo de Bruno Covas é colocado no caminhão do Corpo de Bombeiros e agora ele vai seguir com esse cortejo pelas ruas do centro da cidade aqui de São Paulo guardas-civis homenagens durante o trajeto glória também expectativa pela homenagem nos agora do lado de fora é muitas pessoas ali do entorno é exatamente isso que eu ia falar balões brancos que o público que estarão em torno solta nesse momento é uma homenagem singela esquece de se pedir do prefeito da capital do Estado de São Paulo que o prefeito pediu né Carol para que não houvesse aglomerações por causa da pandemia foi um dos últimos pedidos dele e a gente vê então esses balões representando mesmo a população da cidade de São Paulo e a gente vê neste momento Então essa soltura de balões brancos e em homenagem ali como uma homenagem ao prefeito Bruno Covas e agora sim o caixão sendo ar-condicionado no caminhão do corpo de bombeiros a e na parte de cima do caminhão caminhão aberto e aí esse cortejo Agora sim deve seguir um cortejo que estava previsto para sair às duas horas da tarde e a cerimônia se prolongou a cerimônia de despedida uma missa que perfeita dentro do edifício Matarazzo Edifício da prefeitura é se prolongou um pouquinho mais agora são 2:35 e agora tudo preparado já o corpo de Bruno Covas em cima do caminhão para,"O cortejo do prefeito Bruno Covas partiu da prefeitura de São Paulo, onde aconteceu o velório do político neste domingo (16). #CNNBrasilInscreva-se no canal da CNN Brasil no YouTube: https://www.cnnbr.tv/2ybMGDHACOMPANHE A CNN BRASIL TAMBÉM NAS OUTRAS PLATAFORMAS:Podcasts: https://www.cnnbr.tv/2y91K4QNewsletters: https://newsletter.cnnbrasil.com.brFacebook: https://www.facebook.com/cnnbrasilTwitter: https://www.twitter.com/cnnbrasilInstagram: https://www.instagram.com/cnnbrasil"
hmIKmxbgV6M,Nilton Costa Lins Júnior recebe PF a tiros em Manaus,UCXdXYG8dUmEv6jhEji_lSHg,Jornalismo TV Cultura,e o empresário Nilton Costa Lins Júnior recebeu a tiros homens da Polícia Federal hoje no Amazonas ele era um dos alvos da operação sangria que apura desvio de verbas no combate academia havia mandados de busca e prisão temporária contra Lins ninguém se feriu quatro armas foram apreendidas o governador do Amazonas eu são Lima e o secretário Estadual de Saúde Marcelo Campelo também são investigados pela operação e foram feitas buscas na casa do governador do Amazonas Wilson Lima na sede do Governo na casa do secretário de saúde marcellus Campelo e na Secretaria e também no hospital de campanha Nilton Lins e na casa do dono do hospital a operação sangria investiga fraudes e superfaturamento para favorecer empresários locais na instalação deste hospital que teria falhas e colocaria em risco de contaminação tanto pacientes quanto funcionários foram expedidos 25 mandados judiciais em Manaus e Porto Alegre 19 de busca e apreensão e seis de prisão temporária os indiciados podem responder pelos crimes de fraude à licitação Peculato integração a organização criminosa se forem condenados a pena pode chegar a 24 anos de prisão e a corte especial do STJ julga hoje o governador amazonense por supostas fraudes a compra de respiradores,"O empresário é alvo da Operação Sangria, que apura desvio de verbas no combate à pandemia.#JTCultura #JornalDaTarde"
Qn4NzEnbPM0,Coca-Cola perde US$ 4 bilhões após gesto de Cristiano Ronaldo,UCuiLR4p6wQ3xLEm15pEn1Xw,Record News,"e agora Olha Só isso depois de ver Cristiano Ronaldo tirar da frente duas garrafinhas de coca-cola na entrevista coletiva de Portugal ontem a empresa apresenta uma perda de 4 bilhões de dólares em valor de mercado o mercado abriu ontem com as ações da coca-cola custando cerca de 56 dólares algo em torno de 285 reais meia hora depois das ações apresentaram uma desvalorização de 1,6 por cento alcançando o valor mínimo de aproximadamente 55 dólares cerca de 280 reais a queda das ações seja coca-cola cair de duzentos e quarenta e dois Bilhões de Dólares para 238 milhões",A queda das ações fez a empresa de bebidas cair de US$ 242 bilhões para US$ 238 bilhões em valor de mercado.Inscreva-se no nosso canal: http://www.youtube.com/c/recordnews
sLfwOcQeUwM,Perícia coleta amostras para identificar o produto que causou megaexplosão em RC,UC7phRdEuKFZrYtO-jdZmb7g,TV Claret,eu falo do dia deu para ter a dimensão real dos estragos provocados pela explosão do caminhão que estava estacionado no pátio do posto de combustíveis no espaço considerado epicentro uma enorme cratera de aproximadamente um metro e meio de profundidade e se formou dentro dela ficou parte das ferragens da carreta que foi consumida pelas Chamas os caminhões que estavam ao lado foram totalmente destruídos a Defesa Civil totalizou estragos em 10 caminhões e em outros dois veículos leves ao que tudo indica o proprietário deste automóvel não teve tempo de retirar o da bomba de abastecimento antes da Explosão as equipes trabalham agora em conjunto com o departamento de engenharia da prefeitura para avaliar o quão comprometidas estão as estruturas do posto e do restaurante que funcionava no local além disso aguardam a eixo SP concessionária responsável pela Rodovia Washington Luiz para analisar a passarela que chegou a ser atingida uma e aqui do oitocento que é o posto é visível que aumente a um pulmão comprometimento estrutural em relação aos entornos aí aos prédios algumas empresas já solicitaram a Defesa Civil para fazer aí uma análise extrutural do comprometimento Ontem nós fizemos o piloto O isolamento das entradas da passarela para que a gente possa fazer uma análise visualmente aí preliminarmente nós estamos aguardando aí os engenheiros para realmente confirmar que ela não tem uma estrutura grave um comprometimento estrutural grave né a polícia científica trabalha a coletando amostras dos resíduos deixados nas partes destruídas a tentativa de identificar o produto e as causas que levaram a explosão almoço enviadas por processo de visto aquilo ali extensão em São Paulo onde tem o Laboratórios é de química de riso que tudo mais lá eles vão tentar identificar a sua as substâncias que tiverem aqui e também identificando o caminhão aí a empresa pode fornecer também a nota fiscal dos produtos o trabalho por aqui vai ser longo isso porque ainda tem muitos destroços espalhados pelo posto e também em algumas áreas alguns metros do local para se ter uma ideia partes dos veículos foram encontrados do outro lado da Rodovia Washington Luís e Algumas casas no entorno também foram atingidas é quanto mais próximo aqui do oitocento teve alguns danos como o telhado a maior parte foi um vidro janelas que quebraram entortaram o teto dessa igreja que fica na rua de trás do posto desabou o relógio travou no horário em que a segunda explosão EA mais forte teria acontecido Dona Helena relata Como foi o marido abriu a porta e começou no chamar que tava pegando fogo no Altar no posto e nós na nós temos o que ele tava falando e nós corremos ele falava corre-corre venham ver E aí nós corremos para ver um pouco instante que nós estávamos olhando deu a segunda explosão jogou a gente para trás mi Mayor na parede e jogou o Samuel no chão meu marido e sabe quando nós olhamos a igreja inteirinha destruída foi horrível horrível houve danos também o telhado dessa casa tem o prejuízo a gente não sabe para quem correr liga para Defesa Civil um atende por causa do problema lá no posto e a gente não sabe o que fazer as marcas do lado de fora dessa empresa que fica ao lado do posto aparentam que os prejuízos são poucos mas essa não é a realidade de como ficou por dentro segundo o diretor dela eu tô nada bem pessoal da nos materiais um na TV nem ferido e machucado da equipe de pessoa que trabalham dentro assistem ou dano e numa estrutura do prédio da parte elétrica janela porta que a onda expansiva arranco tudo eu sempre semente momento avaliando os anos na verdade né,"Já a Defesa Civil avalia as condições das estruturas do posto de combustíveis e do restaurante, além das empresas e residências no entorno. Acesse nosso site:tvclaret.comCurta nossas redes socias:facebook.com/tvclaretinstagram.com/tvclaret"
-vws_RQ2ViY,Uma tragédia que nos deixa sem palavras,UCUmEPYxmnyQDeRUcFkslmQw,euronews (em português),E à medida que as águas 10 tem os números da catástrofe aumentam mais de 100 pessoas morreram vítimas das inundações na Europa central a maioria mais de 90 na Alemanha e no terreno estão centenas de equipas de busca e salvamento a pelo menos 1.300 pessoas dadas como desaparecidas em contactáveis também por parte da infraestrutura de telecomunicações no sudoeste da Alemanha foi destruída o mesmo com estradas e linhas de comboio só no estado da renânia do norte-vestfália 600 km de ferrovias estão intransitáveis e e as inundações repentinas desta semana seguiram-se dias de chuva intensa que transformaram Ribeiro sem violento curso de água e lama que semearam destruição varreram carros e causar um colapso de casas em toda a região e o presidente alemão fez esta sexta-feira um apelo à unidade Nacional EA solidariedade com as vítimas frank-walter steinmeier subscreve o temor que já tinha sido partilhado pela chanceler alemã Angela Merkel a verdadeira dimensão da tragédia ainda está para conhecer,Presidente alemão teme cenário ainda mais devastador quando as águas baixarem e apela à unidade nacional e à solidariedade com as vítimasLEIA MAIS : https://pt.euronews.com/2021/07/16/uma-tragedia-que-nos-deixa-sem-palavrasSubscreva: https://www.youtube.com/c/euronewsportugues?sub_confirmation=1Euronews TV em direto: https://www.youtube.com/c/euronewsportugues/liveeuronews está disponível em 12 línguas: https://www.youtube.com/user/euronewsnetwork/channels#World
0cFtWXzTOkc,Terceira onda de frio provoca neve e geada no Sul do país | AgroClima 28/07/21,UCumKvcgpO2MCQ45pi-fXf_g,Canal do Boi,E aí o Olá tudo bem antes da previsão do tempo tem um recado para você já se inscreveu no nosso canal ainda não Então se inscreva curta compartilhe a também não se esqueça de ativar o Sininho para ficar por dentro de todos os nossos conteúdos tá E em menos de 30 dias da primeira onda de frio dessa inverno centro-sul do país agora já sente os efeitos da terceira onda e ainda mais intensa da estação o frio chega com força principalmente no sul do país a massa de ar polar promete para geadas e até neve aí nos próximos dias hoje tem previsão de geadas amplas no Rio Grande do Sul meio-oeste de Santa Catarina e Sudoeste do Paraná também a previsão de neve nas Serras os ventos sopram um forte no leste da região sul e provocam agitação marítima ressaca prevista no litoral dos Três Estados sulistas em Urupema o dia começa com geadas a noite chances de Neve mínima de menos cinco e máxima de 7 graus em Passo Fundo Rio Grande do Sul geadas com mínima de menos um e máxima de nove geadas também General Carneiro com mínima de 0 graus no Alegrete de mínima de 0 e máxima de 11 E aí algum esse essa massa de ar polar será mais intensa deste ano no Brasil e essa geadas são esperadas também no Triângulo Mineiro e sul de Minas afetando áreas produtoras de café também em todo o estado de São Paulo e Sul de Mato Grosso do Sul que pode trazer impactos aí a agricultura brasileira no centro-oeste brasileiro mais ao sul do estado de Mato Grosso do Sul milho aí segunda safra está na rota do frio e também das geadas mais de 60 das lavouras no estado já estão em estado ruim a temperatura começa a cair amanhã em Dourados com mínima de quatro graus recheada já se espalham na sexta-feira teremos o ápice do frio com mínima de 13 geada de forte intensidade no domingo a temperatura mínima já fica em torno de 12° aí pela manhã e é ao contrário desse frio todo em grande parte do país na região Nordeste o tempo seco prevalece a previsão de tempo firme favorece assim o avanço da colheita EA qualidade das espumas de algodão no oeste da Bahia jamais na costa nordestina teremos chuva a qualquer momento entre a Bahia eo Maranhão temos previsão de chuva também mas não gosta do país as precipitações se espalha um pouco mais aí pela região e a massa de ar frio que Avança pelo sul Sudeste o centro-oeste também será sentida como friagem do Norte brasileiro principalmente Rondônia Acre e sul do Amazonas agora é hora de você não larga o clima aí E aí é a previsão de hoje vai para Marlene de Santa Juliana Minas Gerais Marlene Hoje o tempo segue assim ó com predomínio de sol com poucas nuvens nos próximos dias não temos previsão de chuva mas a temperatura tem uma leve queda viu a máxima hoje chega aos 27 graus temos previsão também para Bofete interior de São Paulo Quem pediu foi a Francisca Freitas Francesca Hoje o tempo fica nublado com chuvas isoladas ao longo do dia mas se prepare Porque a partir de amanhã tem geada prevista por aí a temperatura mínima na sexta-feira chega aí os dois graus e essa outra previsão vai para José Freire de Limoeiro do Norte no Ceará hoje tempo segue firme e muito quente na cidade a máxima hoje chega aos 37 graus e para o alívio Amanhã tem previsão de chuva rápida viu agradeço a participação de todos e já Convido você a também mandar sua mensagem para gente quer saber como fica o tempo na sua cidade nós em 1799 26 478/10 até amanhã tchau tchau,"A massa de ar polar avança, e grande parte do Centro-Sul já começa a sentir os efeitos das baixas temperaturas. Envie sua dúvida ou sugestão de pauta no WhatsApp: (67) 99264-7810Siga-nos nas redes sociaisFacebook: https://www.facebook.com/canaldoboi/Instagram: https://www.instagram.com/canaldoboi1/Saiba mais em: http://sba1.com/"
